,centrality,aa_out,pairwise_dist,noise_frequency,social_status,trial
0,0.27932289094079293,7.602143321019213,0.25985082530371895,0.020172910662824207,SUB,0
1,0.34167669853128807,8.853579905243402,0.2373972179780861,0.0569164265129683,SUB,0
2,0.27932289094079293,8.08818265227335,0.24571239952736654,0.027137367915465897,SUB,0
3,0.34421602293283077,7.766474978079991,0.25109393152526643,0.04250720461095101,SUB,0
4,0.27932289094079293,8.820846664189613,0.2383087223104349,0.03674351585014409,SUB,0
5,0.27932289094079293,7.491309059203688,0.2400805211821429,0.013928914505283382,SUB,0
6,0.30725518003487223,9.741495287829137,0.24870601931337424,0.03314121037463977,SUB,0
7,0.27932289094079293,7.587909442196411,0.29258109302082047,0.032901056676272813,SUB,0
8,0.27932289094079293,8.275060647084663,0.24925245092565898,0.0036023054755043226,SUB,0
9,0.28189888238103106,7.687266367315685,0.2610728212526286,0.004545454545454545,SUB,1
10,0.25627171125548276,6.774742682931072,0.2840833539952351,0.022994652406417113,SUB,1
11,0.34764616896962736,9.154893516127768,0.2552593664472226,0.040106951871657755,SUB,1
12,0.28189888238103106,8.452231899314762,0.24491126324920276,0.0589572192513369,SUB,1
13,0.3473842490298558,9.95543444423726,0.24672091784013633,0.027941176470588237,SUB,1
14,0.31663729190771395,8.841629266244437,0.26002468308216037,0.02660427807486631,SUB,1
15,0.25627171125548276,7.570291915432039,0.2732856066586265,0.04131016042780749,SUB,1
16,0.28189888238103106,7.697065783943569,0.25057073217324255,0.029679144385026737,SUB,1
17,0.2844615994935859,6.473031033446155,0.2532556341979965,0.02232620320855615,SUB,1
18,0.23696265530427107,10.277161996263713,0.20515525215473868,0.022198731501057084,SUB,2
19,0.2909084326465529,9.552189883290843,0.21858960498496421,0.021670190274841437,SUB,2
20,0.23696265530427107,10.651249845048492,0.20281591946828859,0.023784355179704016,SUB,2
21,0.26877492411005416,9.724100155994456,0.2017512771316754,0.028012684989429177,SUB,2
22,0.3518115356652548,6.860784731605223,0.26771327650785565,0.03316596194503171,SUB,2
23,0.27214379057917526,9.452659192303617,0.19966318041764936,0.009513742071881607,SUB,2
24,0.2909084326465529,9.482810277045795,0.1993024675672515,0.046511627906976744,SUB,2
25,0.23696265530427107,8.645233074884668,0.1813316397983128,0.008456659619450317,SUB,2
26,0.31812280474298155,11.623301376867342,0.19845822730047225,0.03937632135306554,SUB,2
27,0.3488304659242617,7.799826266076098,0.2722583555944781,0.066711140760507,SUB,3
28,0.26724738243579654,11.283996160419806,0.23097428912472245,0.04496330887258172,SUB,3
29,0.4030831965282122,7.499612629712638,0.271865165632859,0.05550366911274183,SUB,3
30,0.2628011101659266,11.895354144807662,0.21727124724045477,0.010807204803202134,SUB,3
31,0.2590890829209779,12.804196548741487,0.21553626763051428,0.012274849899933288,SUB,3
32,0.23236435036544517,9.816994922538203,0.2537124658999355,0.06457638425617078,SUB,3
33,0.30207365547507875,8.235110899501967,0.25484689656376747,0.018679119412941963,SUB,3
34,0.3043676876184498,9.665752697583597,0.23051819834078296,0.020813875917278186,SUB,3
35,0.2556007854019897,8.959987646325725,0.23881215971914127,0.017878585723815878,SUB,3
36,0.24659983133139923,9.605922311597915,0.17494857677379178,0.025340559542991064,SUB,4
37,0.2739998125630436,10.798772005823878,0.168365724465031,0.02197158341877838,SUB,4
38,0.29410522307060627,10.6129742509732,0.2067261673891739,0.03427567013329427,SUB,4
39,0.355189335889681,11.466688813500621,0.17016005327583753,0.028416581221620038,SUB,4
40,0.28211871818969925,4.743927063402589,0.2619054275475686,0.013182950051267028,SUB,4
41,0.30542082647759433,7.85013408182396,0.23010470364601537,0.03866998681704995,SUB,4
42,0.2739998125630436,12.542639095745162,0.17445106552235068,0.03339680679654314,SUB,4
43,0.29410522307060627,6.010292149600508,0.23644338152044533,0.03163908012304087,SUB,4
44,0.3022116591301908,10.812627763675636,0.1923805945369253,0.029295444558371173,SUB,4
45,0.3343521780412617,10.990245706049453,0.2677016434814387,0.07168299198575245,SUB,5
46,0.2618591417030509,5.470000740400373,0.33842121845035733,0.01647373107747106,SUB,5
47,0.23073856894044287,8.482802395153305,0.28214679240777524,0.008125556544968833,SUB,5
48,0.27777062186645746,6.930797928128138,0.33450654878729164,0.016306767586821015,SUB,5
49,0.375761609361615,6.778306160063371,0.33059163770192856,0.029162956366874444,SUB,5
50,0.2569244796407168,6.7863319324075615,0.37158617722291665,0.030832591273374888,SUB,5
51,0.3088911946290655,10.28264092373875,0.27317454929225155,0.06895592163846839,SUB,5
52,0.2618591417030509,9.401467966837789,0.2924880849215853,0.05392920747996438,SUB,5
53,0.3112058292327322,6.265146160577897,0.3211241056531925,0.04480186999109528,SUB,5
54,0.4497098544146766,6.6029913789062205,0.3411454773468556,0.19020172910662825,DOM,0
55,0.45556276062794443,6.304954839747412,0.37851386156556,0.17981283422459893,DOM,1
56,0.5394580516572592,7.653325310137079,0.3075412926590571,0.21881606765327696,DOM,2
57,0.4527862271430652,7.609247913109445,0.41536935142707226,0.1598398932621748,DOM,3
58,0.47505448161248415,9.204279052433694,0.28250554494019126,0.17518675845905962,DOM,4
59,0.47032072217466436,9.470640423625895,0.31863449662671356,0.1408058771148709,DOM,5
